"Player";"Short Name";"Player ID";"Birthdate";"Minutes";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90"
"Paulina Ali";"P. Ali";"1001491";"2003-05-04";"95.16";"3";"0";"9104.0";"95.67";"998.67";"359.33";"31.0";"50.67";"3.33";"410.0";"34.33";"26.7";"26.7";"106.67";"5.0";"87.67";"8.0";"3.33";"0.95";"null";"0.33";"null";"null";"19.0";"null";"null";"8610.24";"95.67";"944.5";"339.84";"29.32";"47.92";"3.15";"387.76";"32.47";"100.88";"4.73";"82.91";"7.57";"3.15";"0.32";"17.97"
"Zipporah Agama";"Z. Agama";"1001496";"2005-05-02";"77.98";"1";"0";"8648.0";"110.9";"1289.0";"565.0";"42.0";"90.0";"8.0";"655.0";"50.0";"27.2";"27.2";"99.0";"11.0";"67.0";"15.0";"7.0";"null";"null";"0.0";"null";"null";"38.0";"null";"null";"9980.59";"110.9";"1487.63";"652.06";"48.47";"103.87";"9.23";"755.93";"57.7";"114.26";"12.7";"77.32";"17.31";"8.08";"0.0";"43.86"
"Lydia Rodríguez Pascual";"L. Rodríguez Pascual";"1010289";"2005-12-15";"100.87";"1";"0";"10324.0";"102.35";"1167.0";"317.0";"31.0";"78.0";"4.0";"395.0";"35.0";"26.1";"26.1";"98.0";"4.0";"91.0";"12.0";"0.0";"null";"null";"0.0";"null";"null";"20.0";"null";"null";"9211.76";"102.35";"1041.28";"282.85";"27.66";"69.6";"3.57";"352.45";"31.23";"87.44";"3.57";"81.2";"10.71";"0.0";"0.0";"17.85"
"Nancy Amoh";"N. Amoh";"1017953";"2005-09-18";"93.18";"2";"0";"9714.5";"104.25";"1300.0";"322.0";"28.5";"45.5";"2.0";"367.5";"30.5";"26.25";"26.25";"91.0";"2.0";"80.0";"3.5";"1.0";"null";"null";"0.0";"null";"null";"16.0";"null";"null";"9382.63";"104.25";"1255.59";"311.0";"27.53";"43.95";"1.93";"354.95";"29.46";"87.89";"1.93";"77.27";"3.38";"0.97";"0.0";"15.45"
"Gio Garbelini";"G. Garbelini";"1018190";"2003-06-21";"69.13";"1";"0";"7357.0";"106.42";"731.0";"357.0";"45.0";"288.0";"11.0";"645.0";"56.0";"30.4";"30.4";"86.0";"4.0";"83.0";"4.0";"2.0";"null";"null";"0.0";"null";"null";"21.0";"null";"null";"9577.58";"106.42";"951.64";"464.75";"58.58";"374.93";"14.32";"839.68";"72.9";"111.96";"5.21";"108.05";"5.21";"2.6";"0.0";"27.34"
"Alma Velasco";"A. Velasco";"1025889";"2006-04-13";"99.32";"7";"0";"9549.86";"96.15";"963.29";"286.29";"24.43";"41.57";"2.57";"327.86";"27.0";"25.79";"26.4";"106.43";"3.43";"89.86";"7.0";"1.29";"1.09";"null";"0.0";"null";"null";"15.57";"2.3";"null";"8653.38";"96.15";"872.86";"259.41";"22.14";"37.67";"2.33";"297.08";"24.47";"96.44";"3.11";"81.42";"6.34";"1.17";"0.0";"14.11"
"Miku Kojima";"M. Kojima";"1025891";"1996-08-30";"84.83";"2";"0";"8929.5";"105.27";"1144.0";"141.0";"12.5";"1.0";"0.0";"142.0";"12.5";"22.8";"22.8";"77.0";"0.5";"72.0";"2.5";"0.0";"null";"null";"0.0";"null";"null";"14.5";"null";"null";"9474.27";"105.27";"1213.79";"149.6";"13.26";"1.06";"0.0";"150.66";"13.26";"81.7";"0.53";"76.39";"2.65";"0.0";"0.0";"15.38"
"Paula Redruello";"P. Redruello";"1025894";"2007-01-27";"70.12";"1";"0";"7826.0";"111.61";"1138.0";"110.0";"11.0";"0.0";"0.0";"110.0";"11.0";"23.2";"23.2";"88.0";"1.0";"71.0";"5.0";"0.0";"null";"null";"0.0";"null";"null";"23.0";"null";"null";"10045.26";"111.61";"1460.71";"141.19";"14.12";"0.0";"0.0";"141.19";"14.12";"112.95";"1.28";"91.13";"6.42";"0.0";"0.0";"29.52"
"Marta López";"M. López";"1025903";"2003-01-28";"84.75";"2";"0";"8582.5";"101.27";"1046.5";"342.5";"28.0";"65.5";"2.5";"408.0";"30.5";"26.25";"26.25";"86.5";"3.0";"74.5";"9.5";"2.5";"null";"null";"0.0";"null";"null";"20.0";"null";"null";"9114.16";"101.27";"1111.33";"363.72";"29.73";"69.56";"2.65";"433.27";"32.39";"91.86";"3.19";"79.12";"10.09";"2.65";"0.0";"21.24"
"Nerea  Benito";"N. Benito";"1025907";"2004-09-22";"86.02";"3";"0";"8990.67";"104.52";"976.0";"377.67";"37.67";"101.0";"7.67";"478.67";"45.33";"27.67";"27.67";"105.33";"3.33";"90.67";"10.67";"3.33";"0.74";"0.87";"1.33";"null";"null";"18.0";"null";"null";"9407.01";"104.52";"1021.2";"395.16";"39.41";"105.68";"8.02";"500.83";"47.43";"110.21";"3.49";"94.87";"11.16";"3.49";"1.4";"18.83"
"Iratxe Milagros Perez Gonzalez";"Iratxe Perez";"1025908";"2004-05-24";"80.66";"5";"0";"8158.0";"101.14";"1081.4";"460.2";"40.2";"48.4";"3.4";"508.6";"43.6";"26.38";"26.38";"95.6";"5.4";"76.6";"13.8";"4.4";"0.92";"null";"0.8";"null";"null";"25.0";"2.28";"null";"9102.65";"101.14";"1206.62";"513.49";"44.85";"54.0";"3.79";"567.49";"48.65";"106.67";"6.03";"85.47";"15.4";"4.91";"0.89";"27.89"
"Bernadette Amani";"B. Amani";"1025909";"1997-09-05";"99.9";"11";"0";"10797.64";"108.08";"1642.0";"437.36";"37.27";"44.18";"3.09";"481.55";"40.36";"25.32";"26.4";"125.45";"3.91";"103.18";"11.91";"1.73";"0.77";"0.85";"0.0";"null";"null";"30.09";"2.22";"2.84";"9727.31";"108.08";"1479.23";"394.01";"33.58";"39.8";"2.78";"433.81";"36.36";"113.02";"3.52";"92.95";"10.73";"1.56";"0.0";"27.11"
"Claudia Iglesias Bicho";"C. Bicho";"1025910";"2003-08-30";"63.98";"1";"0";"7537.0";"117.8";"969.0";"127.0";"16.0";"0.0";"0.0";"127.0";"16.0";"21.8";"21.8";"77.0";"2.0";"81.0";"4.0";"0.0";"null";"null";"0.0";"null";"null";"9.0";"null";"null";"10601.67";"117.8";"1363.01";"178.64";"22.51";"0.0";"0.0";"178.64";"22.51";"108.31";"2.81";"113.94";"5.63";"0.0";"0.0";"12.66"
"Aithiara  Carballo Cabrera";"Aithiara Carballo";"1025912";"1999-05-10";"103.28";"7";"0";"10324.71";"99.96";"1225.86";"380.29";"32.43";"86.57";"3.43";"466.86";"35.86";"26.77";"26.98";"108.43";"3.71";"90.57";"11.14";"1.57";"0.92";"null";"0.0";"null";"null";"18.0";"2.27";"2.94";"8996.85";"99.96";"1068.2";"331.38";"28.26";"75.44";"2.99";"406.81";"31.25";"94.48";"3.24";"78.92";"9.71";"1.37";"0.0";"15.69"
"Ana Velázquez Jurico";"Ana Velázquez";"1025994";"1999-02-05";"97.14";"18";"0";"9870.83";"101.61";"1228.17";"185.78";"16.28";"7.11";"0.39";"192.89";"16.67";"23.01";"24.2";"102.33";"1.83";"87.0";"5.33";"0.22";"null";"null";"0.0";"null";"null";"24.72";"2.09";"2.9";"9145.24";"101.61";"1137.89";"172.12";"15.08";"6.59";"0.36";"178.71";"15.44";"94.81";"1.7";"80.6";"4.94";"0.21";"0.0";"22.9"
"Nuria Martinez Segarra";"Nuria Martinez";"1025995";"2003-01-03";"101.62";"9";"0";"9833.56";"96.77";"1072.67";"275.56";"21.33";"30.78";"1.78";"306.33";"23.11";"25.01";"25.7";"92.89";"2.0";"77.22";"4.11";"0.0";"null";"null";"0.0";"null";"null";"14.0";"2.52";"2.99";"8708.92";"96.77";"949.99";"244.04";"18.89";"27.26";"1.57";"271.3";"20.47";"82.27";"1.77";"68.39";"3.64";"0.0";"0.0";"12.4"
"Judith Caravaca Muñoz";"Judith Caravaca";"1025996";"1997-05-05";"94.8";"8";"0";"8575.75";"90.46";"857.0";"269.38";"19.62";"45.5";"1.38";"314.88";"21.0";"25.7";"26.74";"88.38";"2.62";"76.0";"3.88";"0.38";"null";"null";"0.0";"null";"null";"9.88";"2.44";"3.22";"8141.71";"90.46";"813.63";"255.74";"18.63";"43.2";"1.31";"298.94";"19.94";"83.9";"2.49";"72.15";"3.68";"0.36";"0.0";"9.38"
"Aitana Zumárraga Garde";"Aitana Zumárraga";"1025997";"2001-06-12";"97.6";"12";"0";"10103.75";"103.52";"1268.58";"517.25";"46.75";"152.92";"8.08";"670.17";"54.83";"27.35";"28.32";"110.67";"4.75";"96.83";"12.83";"2.17";"0.84";"0.94";"0.83";"1.94";"null";"27.67";"2.03";"2.78";"9316.85";"103.52";"1169.78";"476.97";"43.11";"141.01";"7.45";"617.97";"50.56";"102.05";"4.38";"89.29";"11.83";"2.0";"0.77";"25.51"
"Astrid Álvarez Navarro";"Astrid Álvarez";"1025998";"1992-12-24";"101.42";"11";"0";"10347.91";"102.03";"1258.09";"448.36";"36.55";"101.73";"4.91";"550.09";"41.45";"26.4";"27.2";"99.55";"3.45";"82.36";"8.45";"0.91";"0.93";"null";"0.18";"null";"null";"22.36";"1.99";"3.02";"9182.75";"102.03";"1116.43";"397.88";"32.43";"90.27";"4.36";"488.15";"36.79";"88.34";"3.07";"73.09";"7.5";"0.81";"0.16";"19.85"
"Alba Santamaría Coleto";"Alba Santamaria";"1025999";"1996-01-13";"88.93";"11";"0";"8711.73";"97.96";"1043.91";"383.91";"31.91";"73.27";"3.45";"457.18";"35.36";"26.19";"26.96";"102.55";"3.91";"87.0";"10.91";"2.27";"0.85";"0.89";"0.0";"null";"null";"20.36";"2.18";"2.85";"8816.37";"97.96";"1056.45";"388.52";"32.29";"74.15";"3.5";"462.67";"35.79";"103.78";"3.96";"88.04";"11.04";"2.3";"0.0";"20.61"
"Carla Castiñeyras Lopez";"C. Lopez";"1026001";"2008-10-23";"103.94";"14";"0";"9814.71";"94.42";"986.71";"286.29";"23.86";"58.21";"2.5";"344.5";"26.36";"26.56";"28.44";"97.64";"2.57";"83.29";"4.43";"0.21";"null";"null";"0.14";"null";"null";"15.43";"2.42";"2.87";"8498.17";"94.42";"854.36";"247.88";"20.66";"50.41";"2.16";"298.29";"22.82";"84.55";"2.23";"72.11";"3.83";"0.19";"0.12";"13.36"
"Vega Montesinos Berasategui";"Vega Montesinos";"1026002";"2003-11-11";"85.95";"5";"0";"8703.8";"101.27";"990.6";"395.6";"38.8";"111.4";"5.6";"507.0";"44.4";"27.56";"27.56";"96.0";"3.4";"76.6";"12.8";"2.2";"0.76";"0.92";"0.0";"null";"null";"22.2";"2.37";"2.9";"9114.28";"101.27";"1037.32";"414.26";"40.63";"116.65";"5.86";"530.91";"46.49";"100.53";"3.56";"80.21";"13.4";"2.3";"0.0";"23.25"
" Marta Gestera Aramburu";" . Aramburu";"1026003";"2002-12-20";"83.06";"7";"0";"8494.43";"102.27";"1187.86";"476.86";"42.71";"77.43";"5.71";"554.29";"48.43";"26.57";"27.0";"96.71";"5.71";"78.43";"11.71";"3.43";"0.84";"null";"0.29";"null";"null";"25.14";"2.33";"null";"9204.49";"102.27";"1287.15";"516.72";"46.28";"83.9";"6.19";"600.62";"52.48";"104.8";"6.19";"84.98";"12.69";"3.72";"0.31";"27.24"
"Yiyi Relea";"Y. Relea";"1026004";"1997-10-06";"87.38";"17";"0";"9334.35";"106.82";"1386.59";"534.71";"44.88";"96.59";"5.41";"631.29";"50.29";"26.27";"27.4";"104.47";"3.53";"87.47";"13.29";"1.59";"0.76";"null";"0.29";"null";"null";"27.06";"2.0";"3.08";"9614.08";"106.82";"1428.14";"550.73";"46.23";"99.48";"5.57";"650.21";"51.8";"107.6";"3.64";"90.09";"13.69";"1.64";"0.3";"27.87"
"Lorena Valderas";"Lorena Valderas";"1026005";"1994-02-02";"89.34";"2";"0";"8611.0";"96.38";"792.5";"216.5";"18.5";"9.0";"0.5";"225.5";"19.0";"23.7";"23.7";"98.5";"3.5";"85.0";"4.0";"1.0";"null";"null";"0.0";"null";"null";"16.0";"null";"null";"8674.45";"96.38";"798.34";"218.1";"18.64";"9.07";"0.5";"227.16";"19.14";"99.23";"3.53";"85.63";"4.03";"1.01";"0.0";"16.12"
"Natalia Cebolla Contamina";"Natalia";"1026007";"1999-01-06";"103.81";"5";"0";"10047.2";"96.78";"1046.2";"265.0";"20.2";"18.6";"1.4";"283.6";"21.6";"24.94";"24.94";"99.2";"1.4";"85.2";"4.6";"0.0";"null";"null";"0.0";"null";"null";"14.6";"2.48";"2.94";"8710.61";"96.78";"907.02";"229.75";"17.51";"16.13";"1.21";"245.87";"18.73";"86.0";"1.21";"73.87";"3.99";"0.0";"0.0";"12.66"
"Sandra Perera García";"Sandra Perera";"1026008";"2001-04-11";"89.0";"4";"0";"8616.25";"96.82";"863.75";"203.5";"17.75";"11.5";"0.75";"215.0";"18.5";"24.57";"24.57";"86.5";"2.75";"74.75";"5.0";"0.0";"null";"null";"0.0";"null";"null";"9.75";"null";"null";"8713.47";"96.82";"873.5";"205.8";"17.95";"11.63";"0.76";"217.43";"18.71";"87.48";"2.78";"75.59";"5.06";"0.0";"0.0";"9.86"
"Justina Morcillo";"J. Morcillo";"1026009";"2000-08-09";"87.23";"11";"0";"9440.0";"108.22";"1184.82";"237.91";"22.64";"17.09";"1.18";"255.0";"23.82";"24.02";"25.4";"103.64";"2.36";"86.09";"5.91";"0.73";"0.87";"null";"0.0";"null";"null";"21.0";"2.47";"2.81";"9739.57";"108.22";"1222.42";"245.46";"23.35";"17.63";"1.22";"263.09";"24.57";"106.93";"2.44";"88.82";"6.1";"0.75";"0.0";"21.67"
"Isabel Corte Peláez";"Isina Corte";"1026010";"1996-02-14";"99.82";"19";"0";"9999.05";"100.17";"1218.84";"417.58";"38.42";"80.74";"4.58";"498.32";"43.0";"26.39";"27.68";"100.74";"2.11";"86.47";"7.74";"0.89";"0.74";"0.92";"0.37";"1.89";"null";"23.16";"1.97";"2.83";"9015.44";"100.17";"1098.94";"376.5";"34.64";"72.79";"4.13";"449.3";"38.77";"90.83";"1.9";"77.97";"6.98";"0.81";"0.33";"20.88"
"Marta  Masferrer Cruz";"Marta Masferrer";"1026011";"2001-01-01";"100.14";"19";"0";"9723.16";"97.1";"1045.89";"285.42";"26.11";"49.11";"3.05";"334.53";"29.16";"25.98";"27.52";"103.63";"2.16";"85.32";"5.53";"1.11";"0.82";"0.99";"0.11";"null";"null";"15.37";"2.16";"2.86";"8738.96";"97.1";"940.03";"256.53";"23.46";"44.13";"2.74";"300.66";"26.21";"93.14";"1.94";"76.68";"4.97";"0.99";"0.09";"13.81"
"Iria  Castro Gomez";" Iria Castro";"1026012";"2002-01-02";"92.42";"12";"0";"8969.17";"97.04";"875.58";"236.0";"19.92";"18.58";"1.25";"254.58";"21.17";"24.24";"25.28";"95.83";"2.25";"85.5";"5.25";"0.33";"null";"null";"0.0";"null";"null";"11.58";"2.45";"3.07";"8733.84";"97.04";"852.61";"229.81";"19.39";"18.1";"1.22";"247.9";"20.61";"93.32";"2.19";"83.26";"5.11";"0.32";"0.0";"11.28"
"Laura Martínez  del Campo";"Laura Martínez";"1026013";"2003-09-14";"83.88";"2";"0";"8792.0";"104.82";"1083.0";"240.0";"19.0";"23.0";"1.5";"263.0";"20.5";"24.8";"24.8";"77.0";"2.5";"65.5";"4.5";"0.0";"null";"null";"0.0";"null";"null";"18.0";"null";"null";"9434.04";"104.82";"1162.09";"257.53";"20.39";"24.68";"1.61";"282.21";"22.0";"82.62";"2.68";"70.28";"4.83";"0.0";"0.0";"19.31"
"Andrea Colomina Marina";"Andrea Colomina";"1026014";"2005-12-02";"91.83";"7";"0";"8889.57";"96.81";"771.0";"164.86";"14.14";"8.71";"0.29";"173.57";"14.43";"23.27";"23.84";"88.57";"1.57";"78.0";"3.14";"0.0";"null";"null";"0.0";"null";"null";"9.86";"2.8";"null";"8712.55";"96.81";"755.65";"161.57";"13.86";"8.54";"0.28";"170.12";"14.14";"86.81";"1.54";"76.45";"3.08";"0.0";"0.0";"9.66"
"Ainhoa Doménech Cedrés";"A. Cedrés";"1028275";"null";"61.27";"1";"0";"6483.0";"105.82";"1023.0";"221.0";"23.0";"6.0";"1.0";"227.0";"24.0";"23.9";"23.9";"81.0";"4.0";"70.0";"8.0";"2.0";"null";"null";"0.0";"null";"null";"27.0";"null";"null";"9523.45";"105.82";"1502.77";"324.65";"33.79";"8.81";"1.47";"333.46";"35.26";"118.99";"5.88";"102.83";"11.75";"2.94";"0.0";"39.66"
"Vera Molina";"V. Molina";"1028276";"2009-04-24";"80.43";"1";"0";"9372.0";"116.52";"1417.0";"375.0";"32.0";"12.0";"0.0";"387.0";"32.0";"24.4";"24.4";"85.0";"2.0";"69.0";"6.0";"0.0";"null";"null";"0.0";"null";"null";"33.0";"null";"null";"10486.7";"116.52";"1585.54";"419.6";"35.81";"13.43";"0.0";"433.03";"35.81";"95.11";"2.24";"77.21";"6.71";"0.0";"0.0";"36.92"
"Berta  Doltra Bufill";"B. Doltra Bufill";"1028277";"2004-01-14";"83.78";"1";"0";"8411.0";"100.39";"971.0";"313.0";"26.0";"13.0";"1.0";"326.0";"27.0";"24.7";"24.7";"95.0";"3.0";"84.0";"12.0";"0.0";"null";"null";"0.0";"null";"null";"14.0";"null";"null";"9035.09";"100.39";"1043.05";"336.22";"27.93";"13.96";"1.07";"350.19";"29.0";"102.05";"3.22";"90.23";"12.89";"0.0";"0.0";"15.04"
"Elena Valej Montañés";"Elena Valej";"1029070";"2002-04-17";"86.07";"1";"0";"9490.0";"110.26";"1066.0";"199.0";"16.0";"8.0";"3.0";"207.0";"19.0";"23.6";"23.6";"98.0";"0.0";"90.0";"8.0";"0.0";"null";"null";"0.0";"null";"null";"20.0";"null";"null";"9923.7";"110.26";"1114.72";"208.09";"16.73";"8.37";"3.14";"216.46";"19.87";"102.48";"0.0";"94.11";"8.37";"0.0";"0.0";"20.91"
"Ariadna Doménech Cedrés";"A. Cedrés";"1029805";"null";"88.62";"5";"0";"9620.6";"108.56";"1410.8";"370.6";"34.4";"47.6";"3.2";"418.2";"37.6";"25.76";"25.76";"111.0";"3.8";"92.4";"11.4";"1.4";"null";"null";"0.0";"null";"null";"27.2";"2.21";"3.0";"9770.41";"108.56";"1432.77";"376.37";"34.94";"48.34";"3.25";"424.71";"38.19";"112.73";"3.86";"93.84";"11.58";"1.42";"0.0";"27.62"
"Pierina Nunez Cordero";"Pierina Nunez";"1030029";"2000-03-13";"85.09";"3";"0";"8761.67";"102.96";"1013.33";"355.33";"31.0";"48.0";"3.67";"403.33";"34.67";"25.9";"25.9";"87.67";"5.0";"73.67";"5.33";"3.33";"null";"null";"2.67";"null";"null";"21.67";"2.28";"null";"9266.76";"102.96";"1071.75";"375.82";"32.79";"50.77";"3.88";"426.58";"36.67";"92.72";"5.29";"77.91";"5.64";"3.53";"2.82";"22.92"
"Natalia  Peñalvo Martin";"N. Peñalvo Martin";"1031327";"2006-11-23";"81.5";"1";"0";"8381.0";"102.83";"835.0";"385.0";"27.0";"132.0";"5.0";"517.0";"32.0";"26.7";"26.7";"79.0";"3.0";"70.0";"5.0";"0.0";"null";"null";"0.0";"null";"null";"17.0";"null";"null";"9255.09";"102.83";"922.09";"425.15";"29.82";"145.77";"5.52";"570.92";"35.34";"87.24";"3.31";"77.3";"5.52";"0.0";"0.0";"18.77"
"Iris Ashley Santiago";"I. Santiago";"1031776";"2007-11-09";"84.46";"4";"0";"8423.75";"99.73";"1090.5";"421.5";"35.75";"25.5";"1.25";"447.0";"37.0";"24.75";"24.75";"89.75";"4.75";"81.0";"13.5";"2.75";"1.1";"null";"0.0";"null";"null";"24.25";"2.57";"null";"8976.02";"99.73";"1161.99";"449.13";"38.09";"27.17";"1.33";"476.31";"39.43";"95.63";"5.06";"86.31";"14.39";"2.93";"0.0";"25.84"
"Martine Trollsås Fenger";"M. Fenger";"1033195";"2006-10-09";"100.82";"1";"0";"10000.0";"99.19";"1074.0";"399.0";"44.0";"37.0";"6.0";"436.0";"50.0";"27.2";"27.2";"108.0";"6.0";"95.0";"13.0";"4.0";"null";"null";"0.0";"null";"null";"36.0";"null";"null";"8927.1";"99.19";"958.77";"356.19";"39.28";"33.03";"5.36";"389.22";"44.64";"96.41";"5.36";"84.81";"11.61";"3.57";"0.0";"32.14"
"Adela  Rico";"A. Rico";"1034678";"2001-07-19";"102.32";"11";"0";"10601.91";"103.61";"1194.55";"204.36";"17.27";"17.09";"0.64";"221.45";"17.91";"23.69";"24.74";"101.45";"1.18";"92.09";"5.0";"0.18";"null";"null";"0.0";"null";"null";"16.0";"2.34";"3.03";"9324.98";"103.61";"1050.67";"179.75";"15.19";"15.03";"0.56";"194.78";"15.75";"89.24";"1.04";"81.0";"4.4";"0.16";"0.0";"14.07"
"Ainhoa Marin Martin";"Ainhoa Marin";"1060032";"2001-03-21";"107.0";"1";"0";"10818.0";"101.1";"1475.0";"752.0";"69.0";"283.0";"12.0";"1035.0";"81.0";"27.6";"27.6";"127.0";"6.0";"107.0";"16.0";"4.0";"null";"null";"2.0";"null";"null";"55.0";"null";"null";"9099.25";"101.1";"1240.65";"632.52";"58.04";"238.04";"10.09";"870.56";"68.13";"106.82";"5.05";"90.0";"13.46";"3.36";"1.68";"46.26"
